ein,strein,name,sub_name,address,city,state,zipcode,subseccd,ntee_code,ntee_letter,guidestar_url,nccs_url,updated,num_years_with_data,first_filing_year,last_filing_year,revenue_amount,income_amount,asset_amount,latest_liabilities,rev_growth_first_to_last_pct,exp_growth_first_to_last_pct,yr1_tax_year,yr1_formtype,yr1_totrevenue,yr1_totfuncexpns,yr1_totassetsend,yr1_totliabend,yr1_pct_compnsatncurrofcr,yr1_totcntrbs,yr1_prgmservrev,yr1_duesassesmnts,yr1_othrinvstinc,yr1_invstmntinc,yr1_grsrevnuefndrsng,yr1_direxpns,yr1_netincfndrsng,yr1_totexcessyr,yr1_totnetassetsend,yr1_compnsatncurrofcr,yr1_rev_minus_exp,yr1_rev_exp_ratio,yr1_assets_liab_ratio,yr1_margin_pct,yr1_debt_assets_ratio,yr1_contrib_share,yr1_program_share,yr1_officer_comp_to_rev,yr1_net_assets_to_exp,yr1_fundraising_efficiency,yr1_log_revenue,yr1_log_assets,yr2_tax_year,yr2_formtype,yr2_totrevenue,yr2_totfuncexpns,yr2_totassetsend,yr2_totliabend,yr2_pct_compnsatncurrofcr,yr2_totcntrbs,yr2_prgmservrev,yr2_duesassesmnts,yr2_othrinvstinc,yr2_invstmntinc,yr2_grsrevnuefndrsng,yr2_direxpns,yr2_netincfndrsng,yr2_totexcessyr,yr2_totnetassetsend,yr2_compnsatncurrofcr,yr2_rev_minus_exp,yr2_rev_exp_ratio,yr2_assets_liab_ratio,yr2_margin_pct,yr2_debt_assets_ratio,yr2_contrib_share,yr2_program_share,yr2_officer_comp_to_rev,yr2_net_assets_to_exp,yr2_fundraising_efficiency,yr2_log_revenue,yr2_log_assets,yr3_tax_year,yr3_formtype,yr3_totrevenue,yr3_totfuncexpns,yr3_totassetsend,yr3_totliabend,yr3_pct_compnsatncurrofcr,yr3_totcntrbs,yr3_prgmservrev,yr3_duesassesmnts,yr3_othrinvstinc,yr3_invstmntinc,yr3_grsrevnuefndrsng,yr3_direxpns,yr3_netincfndrsng,yr3_totexcessyr,yr3_totnetassetsend,yr3_compnsatncurrofcr,yr3_rev_minus_exp,yr3_rev_exp_ratio,yr3_assets_liab_ratio,yr3_margin_pct,yr3_debt_assets_ratio,yr3_contrib_share,yr3_program_share,yr3_officer_comp_to_rev,yr3_net_assets_to_exp,yr3_fundraising_efficiency,yr3_log_revenue,yr3_log_assets,yr4_tax_year,yr4_formtype,yr4_totrevenue,yr4_totfuncexpns,yr4_totassetsend,yr4_totliabend,yr4_pct_compnsatncurrofcr,yr4_totcntrbs,yr4_prgmservrev,yr4_duesassesmnts,yr4_othrinvstinc,yr4_invstmntinc,yr4_grsrevnuefndrsng,yr4_direxpns,yr4_netincfndrsng,yr4_totexcessyr,yr4_totnetassetsend,yr4_compnsatncurrofcr,yr4_rev_minus_exp,yr4_rev_exp_ratio,yr4_assets_liab_ratio,yr4_margin_pct,yr4_debt_assets_ratio,yr4_contrib_share,yr4_program_share,yr4_officer_comp_to_rev,yr4_net_assets_to_exp,yr4_fundraising_efficiency,yr4_log_revenue,yr4_log_assets,yr5_tax_year,yr5_formtype,yr5_totrevenue,yr5_totfuncexpns,yr5_totassetsend,yr5_totliabend,yr5_pct_compnsatncurrofcr,yr5_totcntrbs,yr5_prgmservrev,yr5_duesassesmnts,yr5_othrinvstinc,yr5_invstmntinc,yr5_grsrevnuefndrsng,yr5_direxpns,yr5_netincfndrsng,yr5_totexcessyr,yr5_totnetassetsend,yr5_compnsatncurrofcr,yr5_rev_minus_exp,yr5_rev_exp_ratio,yr5_assets_liab_ratio,yr5_margin_pct,yr5_debt_assets_ratio,yr5_contrib_share,yr5_program_share,yr5_officer_comp_to_rev,yr5_net_assets_to_exp,yr5_fundraising_efficiency,yr5_log_revenue,yr5_log_assets
363097297,,Northwestern Memorial Healthcare,,541 N FAIRBANKS CT RM 1630,Chicago,IL,60611-3319,,E020,E,,,,3,2011,2013,695674753.0,718713943.0,639963188.0,406100685.0,0.21366815972574746,0.33992324706110216,2013,0,695674753,718713943,639963188,406100685,0.0,59470684,629578569,,,2725998,0,0,0,,,15830937,-23039190.0,0.9679438666462604,1.5758732049417745,-0.0331177607073517,0.6345688199178107,0.08548633358267063,0.9049898192870024,0.022756233328479005,,,8.842406242495578,8.806154993189717,2012,0,608780909,592869828,571763996,331503579,0.0,35517000,572257072,,,1448271,0,0,0,,,17075277,15911081.0,1.0268373937221174,1.7247596473159041,0.026135972342063045,0.5797909300326074,0.058341185597198156,0.9400049566928848,0.028048312204875664,,,8.784461024764562,8.757216804343365,2011,0,573200135,536384412,450148097,233576398,0.0,23521970,545752642,,,1601867,0,0,0,,,18225787,36815723.0,1.0686368249642573,1.9271985562513898,0.06422839206065435,0.518887893910168,0.041036225506122744,0.9521153410056332,0.031796550431726606,,,8.758306284010283,8.653355418505534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376006007,,University Of Illinois Foundation,,303 SAINT MARYS RD,Champaign,IL,61820-6930,,B110,B,,,,12,2012,2023,450262389.0,334547134.0,3328275874.0,125846987.0,1.0710389308038821,0.9557842585512467,2023,0,450262389,334547134,3328275874,125846987,0.0,258378863,9802498,,,23700069,0,0,0,,,5972076,115715255.0,1.3458862541025385,26.447004837708192,0.2569951606595327,0.03781146508409897,0.5738406522779765,0.021770634722057588,0.013263546203056281,,,8.653465671297932,9.52221931689463,2022,0,360635048,297745609,3049278109,75439367,0.0,259134775,9664172,,,20387639,0,0,0,,,4202192,62889439.0,1.2112186950840977,40.420250464190666,0.17438526662555548,0.024740074307207115,0.7185512790204461,0.026797650571111435,0.01165220081438119,,,8.557067930964726,9.48419703594163,2021,0,391520907,329216783,3228186729,71410317,0.0,258352097,9217833,,,18387571,0,0,0,,,4404729,62304124.0,1.1892495377430379,45.20616718449801,0.15913358108357673,0.02212087558581869,0.6598679467198926,0.023543654592116072,0.011250303422493859,,,8.592754958098434,9.508958647806184,2020,0,352648216,272525171,2568738108,65150100,0.0,270511498,9261013,,,14899236,0,0,0,,,4961280,80123045.0,1.2940023657484467,39.42799946584886,0.22720388581237003,0.025362686759346352,0.7670859676204912,0.026261335177150024,0.01406863773840841,,,8.547341691148675,9.409719828653941,2019,0,443266687,260149319,2539518233,60794415,0.0,318117475,10347183,,,17105929,0,0,0,,,4557599,183117368.0,1.7038933205894726,41.772229126639346,0.41310879741341805,0.023939349680581718,0.7176661010846502,0.02334301968422003,0.010281844166647245,,,8.646665093817473,9.404751335283484
237098532,,Sarah Bush Lincoln Health Center,,1000 HEALTH CENTER DR,Mattoon,IL,61938-4644,,E220,E,,,,13,2011,2023,568162654.0,529609335.0,962233540.0,288424925.0,1.9027890350701422,1.9146834790160494,2023,0,568162654,529609335,962233540,288424925,0.0,2183347,511435296,,,9885301,0,0,0,,,7661727,38553319.0,1.072795769357049,3.3361663871456324,0.0678561301566998,0.2997452416801019,0.003842820334333344,0.9001564823019853,0.013485094358208204,,,8.7544726836376,8.983280490773838,2022,0,514065470,459637698,852757377,235801087,0.0,1140480,460860421,,,6717119,0,0,0,,,6790982,54427772.0,1.1184145082895267,3.61642682758286,0.10587712106008598,0.2765160330005565,0.0022185501002430683,0.8965014144988186,0.013210344588987857,,,8.711018433098507,8.930825485073319,2021,0,488522711,401131348,796812032,215832030,0.0,1356068,425699298,,,5168526,0,0,0,,,6351136,87391363.0,1.217862212553879,3.6918154918896886,0.17888904861989108,0.27086944138915814,0.0027758545702494474,0.8714012438205765,0.01300069752540123,,,8.688884758500457,8.90135588338722,2020,0,379749339,351416188,680049286,202326224,0.0,1726205,347364941,,,3800330,0,0,0,,,5800508,28333151.0,1.0806256284357623,3.3611524623718574,0.07461013908440273,0.29751700084867083,0.004545643198604751,0.9147216474812613,0.015274570366006615,,,8.579497026593014,8.83254038897414,2019,0,355059159,325667468,641206592,192922341,0.0,2250642,330079987,,,3355328,0,0,0,,,5800508,29391691.0,1.0902506203045126,3.3236513131467755,0.08277970094555426,0.30087392021072673,0.006338780293229951,0.9296478590487508,0.016336736718288683,,,8.55030072005998,8.806997978520705
362340313,,Northwest Community Hospital,,3040 W SALT CREEK LN,Arlington Hts,IL,60005-1069,,E220,E,,,,14,2011,2023,616010768.0,574504545.0,553316449.0,399511524.0,0.29951964960769717,0.19196415000217146,2023,0,616010768,574504545,553316449,399511524,0.0,2793439,609881418,,,0,0,0,0,,,3596442,41506223.0,1.0722469880547245,1.3849824492171594,0.06737905432198549,0.7220308102570072,0.00453472430209207,0.9900499304258915,0.00583827781400081,,,8.789588303791223,8.742973581119173,2022,0,592462535,570337439,470792136,360094224,0.0,7992359,565858604,,,0,0,0,0,,,6590201,22125096.0,1.038792992511228,1.307413739577228,0.03734429553423155,0.764868816755257,0.013490066506905792,0.955096011260864,0.01112340546562999,,,8.772660892475887,8.672829199880127,2021,0,148636469,138754619,446659874,376151022,0.0,0,147582274,,,0,0,0,0,,,7727030,9881850.0,1.0712181696812557,1.1874482531646557,0.06648334736746202,0.8421419605737855,0.0,0.9929075616025297,0.05198609770526774,,,8.172125379695649,8.649976939077797,2021,0,539680042,524838658,476057362,416176266,0.0,4384639,531877295,,,0,0,0,0,,,8089948,14841384.0,1.028277993196149,1.143883976314978,0.02750033880259741,0.8742145363566503,0.008124515747795618,0.9855419018811891,0.01499026714054399,,,8.732136357643613,8.677659285701877,2020,0,527188426,513581890,494027641,406439672,0.0,42495038,481686137,,,0,0,0,0,,,3838829,13606536.0,1.0264934108171142,1.2155005405082602,0.02580962579781674,0.8227063392187807,0.080606925160379,0.9136887557542851,0.007281701969686262,,,8.721965867102817,8.693751248514628
237093598,,John D & Catherine T Macarthur Foundation,,140 S DEARBORN ST STE 1200,Chicago,IL,60603-5285,,T20Z,T,,,,10,2011,2023,613786298.0,415250452.0,8672283398.0,608794263.0,1.488970187331142,0.621318469034112,2023,2,613786298,415250452,8672283398,608794263,-0.001,,,,,,,,,,,,198535846.0,1.4781110894492175,14.245014983000916,0.3234608635724221,0.07019999636317235,,,,,,8.788017189130976,9.938133461557843,2022,2,-1307634,260263897,8229029493,601049481,-0.001,,,,,,,,,,,,-261571531.0,-0.005024261970533701,13.691101570055261,-200.03420758407933,0.07304014179451915,,,,,,,9.915348618846759,2021,2,781295998,559609585,9462296474,756749937,-0.001,,,,,,,,,,,,221686413.0,1.3961447747539921,12.503861594639288,0.28374190264315163,0.0799752934268502,,,,,,8.89281559974671,9.975996551301332,2020,2,537302289,303541809,8209542030,609784672,-0.001,,,,,,,,,,,,233760480.0,1.7701096622244878,13.46301802417231,0.4350632498422131,0.07427755041288217,,,,,,8.730218690741692,9.914318930640583,2019,2,595397688,282345153,7208352632,554838356,-0.001,,,,,,,,,,,,313052535.0,2.1087583111440913,12.991806629893482,0.5257872868999115,0.07697158897816807,,,,,,8.774807143896881,9.857836024139948
370661238,,St Johns Hospital Of The Hospital Sisters Of The Third Order Of St F,,4936 LAVERNA RD,Springfield,IL,62707-9797,,E220,E,,,,13,2011,2023,639458805.0,647884389.0,597052787.0,482711927.0,0.41905405066835316,0.419634767795292,2023,0,639458805,647884389,597052787,482711927,0.0,9573838,614519552,,,-4920,0,0,0,,,797128,-8425584.0,0.986995235349003,1.236871835155629,-0.01317611695095824,0.8084912046478732,0.014971782271416217,0.9609994376416476,0.001246566618157678,,,8.805812571742827,8.776012729939005,2022,0,622599540,619868140,536298194,408456385,0.0,15190144,589825160,,,188355,0,0,0,,,0,2731400.0,1.0044064210172183,1.3129876620731489,0.004387089653166143,0.7616217797667989,0.024397936432783103,0.9473588110906731,0.0,,,8.794208795473487,8.729406334466042,2021,0,602839842,568864760,636225887,495427749,0.0,7254713,576668529,,,1072086,0,0,0,,,483668,33975082.0,1.0597243569807349,1.2841950986479767,0.056358388468955904,0.7786978793586876,0.0120342294827952,0.9565866235496757,0.0008023159159410701,,,8.780201947340252,8.803611335869315,2020,0,574276187,585713969,665609523,562238001,0.0,32153785,525441765,,,916009,0,0,0,,,1491998,-11437782.0,0.9804720689528236,1.1838572309522708,-0.01991686623774285,0.8446964497531686,0.05599010672542478,0.9149635260777407,0.002598049568787013,,,8.75912080815142,8.823219526859539,2019,0,553855243,555774169,563691531,375326482,0.0,4694701,532221775,,,1057864,0,0,0,,,1504277,-1918926.0,0.9965472918551563,1.5018698600649234,-0.003464670641386345,0.6658366524225818,0.008476404366185625,0.9609402126757515,0.002716011122061365,,,8.743396271260629,8.751041509953065
262525968,,Advocate Health Care Network,,3075 HIGHLAND PKWY FL 6,Downers Grove,IL,60515-5563,,E22,E,,,,13,2011,2023,591979880.0,522956538.0,639323280.0,88816817.0,0.8133608434423978,0.6667974600523493,2023,0,591979880,522956538,639323280,88816817,0.0,-148313,560718025,,,21119926,0,0,0,,,973575,69023342.0,1.1319867656000124,7.198223282421841,0.1165974458456257,0.13892317044985442,-0.00025053723109643523,0.947191017708237,0.0016446082593212458,,,8.772306946328552,8.805720518905098,2022,0,497307770,492631515,642986976,161503855,0.0,4136504,482483464,,,1795553,0,0,0,,,671189,4676255.0,1.009492399202272,3.981248472366186,0.009403140835704217,0.25117749041311843,0.008317794833569562,0.9701908819964747,0.0013496451101095805,,,8.696625244757588,8.808202176176762,2021,0,519216822,457426815,630874415,154067550,0.0,4159244,474159772,,,34739537,0,0,0,,,645884,61790007.0,1.1350817332385728,4.094790986161589,0.11900617310892905,0.24421270911739223,0.008010611027544867,0.9132211282630592,0.001243958155115398,,,8.715348754638663,8.799942915027433,2020,0,503181757,538978742,579438216,164421358,0.0,38310351,442651226,,,15098477,0,0,0,,,594674,-35796985.0,0.9335836792613242,3.5241055240524166,-0.07114126158592034,0.2837599479285985,0.07613620817338176,0.8797044404771615,0.001181827424637734,,,8.701724887250698,8.763007135069664,2019,0,485484189,435332527,538621208,102000377,0.0,534638,451279292,,,22704299,0,0,0,,,0,50151662.0,1.1152031123095931,5.280580560991456,0.10330235903933835,0.1893731169233871,0.0011012469862329544,0.9295447765859168,0.0,,,8.686175090594453,8.731283449588005
362174832,,Silver Cross Hospital & Medical Centers,,1900 SILVER CROSS BLVD,New Lenox,IL,60451-9509,,E220,E,,,,13,2011,2023,526470858.0,504031650.0,1038832678.0,585325932.0,1.0545480185532872,1.07277917867787,2023,0,526470858,504031650,1038832678,585325932,0.0,1714977,507316959,,,12819455,0,0,0,,,0,22439208.0,1.0445194423802553,1.7747935316147927,0.04262193749003292,0.5634458218304141,0.003257496543141995,0.9636183110442934,0.0,,,8.721374336471044,9.016545602539729,2022,0,519921362,485817461,973396878,547480477,0.0,1170043,474459670,,,21828176,0,0,0,,,0,34103901.0,1.0701990021721348,1.7779572402907802,0.06559434463090978,0.5624432226707841,0.002250423016856153,0.912560446016065,0.0,,,8.715937661650024,8.988289948986235,2021,0,539695651,445066826,1037780601,560990976,0.0,2075446,474080342,,,59117456,0,0,0,,,0,94628825.0,1.2126171160642738,1.849906050895193,0.1753373865893909,0.5405679923670109,0.0038455859263538885,0.8784216458323841,0.0,,,8.7321489184278,9.016105548265445,2020,0,452486976,399164165,939990029,558364483,0.0,2234415,423287287,,,21193385,0,0,0,,,0,53322811.0,1.133586167485751,1.6834703094824175,0.11784385811802901,0.5940110700897658,0.004938075830938391,0.9354684431845393,0.0,,,8.655606083358386,8.97312324681965,2019,0,419972709,386421033,819753860,491627428,0.0,1236946,411453282,,,272184,0,0,0,,,0,33551676.0,1.086826733367798,1.6674290597147075,0.07989013400392167,0.5997256639938237,0.0029453009052547744,0.9797143318662642,0.0,,,8.623221069646005,8.913683470321889
371058692,,Hospital Sisters Health System,,4936 LAVERNA RD,Springfield,IL,62707-9797,,E210,E,,,,13,2011,2023,339284535.0,308441762.0,382133042.0,58190147.0,1.5721281526466393,2.213792032041878,2023,0,339284535,308441762,382133042,58190147,0.0,464381,268609588,,,53381119,0,0,0,,,3952010,30842773.0,1.099995450680897,6.566971587131409,0.09090533112568777,0.15227719303058854,0.001368706652073016,0.791694169025417,0.011648069959923166,,,8.530564064427816,8.582214591569205,2022,0,299012822,285627267,378298559,80602946,0.0,0,255241792,,,42144458,0,0,0,,,2338388,13385555.0,1.0468637155709648,4.693358962338672,0.04476582278468313,0.21306701831766692,0.0,0.853614872742815,0.007820360292108142,,,8.475689811750694,8.577834686998427,2021,0,323123085,272378541,423629524,103427464,0.0,36969,247741418,,,58573211,0,0,0,,,2691963,50744544.0,1.1863015486230981,4.095909419184831,0.1570440069300527,0.24414602415671105,0.00011441150978117208,0.7667091257190739,0.008331076066570731,,,8.509367986584564,8.626986219762802,2020,0,285833845,249563312,421119620,139111541,0.0,0,232613869,,,32030521,0,0,0,,,2683171,36270533.0,1.1453359979450826,3.0272083608073896,0.126893765851976,0.33033735402781755,0.0,0.8138079974399113,0.009387170368155668,,,8.456113651419557,8.624405475709597,2019,0,203428880,186903341,386065120,129813763,0.0,0,173128214,,,18114677,0,0,0,,,2614576,16525539.0,1.088417568736773,2.9739922106718377,0.08123497017729243,0.3362483588260965,0.0,0.8510503228450159,0.012852531066385462,,,8.308412608047373,8.58666056599647
370673465,,The Carle Foundation,,611 W PARK ST,Urbana,IL,61801-2529,,E210,E,,,,14,2010,2023,575377812.0,549795506.0,2977227900.0,1393340348.0,4.028000040582087,4.288949373364524,2023,0,575377812,549795506,2977227900,1393340348,0.0,1004763,529712604,,,33769745,0,0,0,,,10399542,25582306.0,1.0465305840459163,2.1367556780175865,0.044461752723964965,0.4679992243791616,0.0017462665035821714,0.9206343952658362,0.018074284032349862,,,8.759953110401442,9.473812080170456,2022,0,481907573,475536731,2988243749,1168248950,0.0,1725441,425810596,,,41549763,0,0,0,,,10234690,6370842.0,1.0133971606916732,2.5578826747501036,0.013220049563321554,0.39094834562640624,0.0035804396873422863,0.8835939085771537,0.021237869196133175,,,8.682963751132645,9.475416019692268,2021,0,555725730,455943265,3268207661,1181723073,0.0,1121469,406669043,,,52733842,0,0,0,,,8612448,99782465.0,1.2188484240467945,2.765629051062795,0.17955343726841655,0.36158139126276284,0.0020180260503684074,0.731780122903433,0.015497659250004495,,,8.744860505006233,9.514309643686923,2020,0,432389749,383572381,2769352943,890334466,0.0,33131,337064233,,,40975233,0,0,0,,,9319026,48817368.0,1.1272702895675901,3.110463594026472,0.11290130747294844,0.32149548444176046,7.662300060679745e-05,0.7795379834502043,0.02155237496159975,,,8.635875389246337,9.442378308374456,2019,0,407827505,333842083,2657419618,890412606,0.0,245135,325107291,,,39775189,0,0,0,,,0,73985422.0,1.221618021715974,2.9844811271685883,0.18141351697208358,0.3350666187488046,0.0006010752021249769,0.7971686240240221,0.0,,,8.610476512435023,9.424460136793824
362276984,,Adventist Midwest Health,,120 N OAK ST,Hinsdale,IL,60521-3829,,E220,E,,,,13,2011,2023,262842524.0,295395406.0,585231314.0,147796295.0,-0.10011016662996362,0.06671317858827942,2023,0,262842524,295395406,585231314,147796295,0.0,134567,262813504,,,1423232,0,0,0,,,875529,-32552882.0,0.8897989564536424,3.959715729003897,-0.12384937377941174,0.2525433815047019,0.0005119681471328437,0.9998895916857046,0.0033310021022321334,,,8.419695628941584,8.767327555890672,2022,0,513476068,525020431,609877328,123481637,0.0,3268474,507737446,,,6577492,0,0,0,,,4171490,-11544363.0,0.9780115928478982,4.939012332659632,-0.022482767395500116,0.20246963008928248,0.006365387218007597,0.9888239737786572,0.008124020300007438,,,8.710520206886077,8.78524248889548,2021,0,568777888,531155585,752894446,394706488,0.0,6863126,548303370,,,5651720,0,0,0,,,2073086,37622303.0,1.070831040965144,1.9074792760943924,0.0661458607898625,0.5242520915076587,0.01206644306116204,0.964002612562885,0.0036448076546885732,,,8.754942704271906,8.876734093421115,2020,0,557721691,490234632,694030437,369116216,0.0,48723760,506041037,,,1944170,0,0,0,,,2561075,67487059.0,1.1376627732819986,1.880249111027948,0.12100490278403032,0.531844421111462,0.08736213919282548,0.907336123313877,0.004592030472058509,,,8.746417535469536,8.841378517041724,2019,0,561690210,574383485,664162556,408658961,0.0,604310,556642135,,,2515579,0,0,0,,,2742122,-12693275.0,0.9779010446304875,1.6252245010724236,-0.022598355417303782,0.6152996089710303,0.0010758777511895748,0.9910127060964797,0.004881911685802749,,,8.749496854390598,8.82227438740062
412120170,,Midwest Food Bank Nfp Inc,,2031 WAREHOUSE RD,Normal,IL,61761-1038,,P99,P,,,,14,2010,2023,505999650.0,503265602.0,76766675.0,5214101.0,17.4145186716252,17.749988897519184,2023,0,505999650,503265602,76766675,5214101,0.0,504150101,117565,,,256664,1623168,439941,1183227,,,756684,2734048.0,1.005432614486535,14.722897581001979,0.005403260654429307,0.0679214125139587,0.9963447622938079,0.00023234205794411123,0.0014954239592853474,,0.7289615123018689,8.704150216438373,7.885172730388995,2022,0,434933396,431262937,75721541,7393748,0.0,433351480,128643,,,200188,1361552,375722,985830,,,432728,3670459.0,1.0085109539566115,10.241293184458005,0.008439128918948316,0.09764391878923859,0.9963628546013055,0.0002957763215772927,0.000994929347756961,,0.7240487326227717,8.638422755887172,7.879219443656612,2021,0,449997097,443775801,66677904,1210070,0.0,449087167,55947,,,133477,876453,309792,566661,,,382447,6221296.0,1.0140190068633328,55.10251803614667,0.013825191410068141,0.018147990974641315,0.9979779202886725,0.00012432746871698152,0.0008498877049422388,,0.6465389473251846,8.65320971208435,7.8239819394531915,2020,0,420255647,394000699,60209514,1406770,0.0,419099892,240596,,,79697,883436,220458,662978,,,331116,26254948.0,1.0666368056367332,42.799827974722234,0.06247375421941683,0.023364579890148257,0.9972498763353916,0.0005724991483576662,0.000787891851932688,,0.750453909507876,8.623513557791371,7.779665121677002,2019,0,278011429,280802537,35713743,3384877,0.0,277247378,132117,,,114040,809831,359199,450632,,,207392,-2791108.0,0.9900602464998385,10.550972162356269,-0.010039544093707026,0.09477799624643096,0.9972517280935238,0.0004752214701216474,0.0007459837199714548,,0.5564519016930692,8.444062650053352,7.55283536906869
363377698,,Midwestern University,,555 31ST ST,Downers Grove,IL,60515-1235,,B500,B,,,,12,2011,2023,518091233.0,393667514.0,1942110046.0,280112630.0,1.2767493194707056,1.3244144032341418,2023,0,518091233,393667514,1942110046,280112630,0.0,8137080,486419994,,,23138328,13958,52590,-38632,,,8071584,124423719.0,1.3160629581439123,6.9333183798245726,0.24015793179808545,0.14423108030202733,0.0157058824425234,0.9388693786293041,0.015579464553494963,,-2.7677317667287578,8.714406243335302,9.28827383474629,2022,0,519542731,379788171,1816520106,291024419,0.0,19470266,479422019,,,10284382,18429,47460,-29031,,,6854686,139754560.0,1.3679802865687463,6.241813357936813,0.26899531388112136,0.1602098529153302,0.037475774057167975,0.9227768774230045,0.01319369051089659,,-1.5752889467686797,8.715621272921721,9.25924020917728,2021,0,501547069,364341797,1723437982,307429735,0.0,9288854,472501679,,,6558720,0,0,0,,,7700057,137205272.0,1.3765839470786823,5.605957348270167,0.2735640989260771,0.17838166398261496,0.01852040331632364,0.9420884064622058,0.015352610903205178,,,8.700311696773648,9.236395659916996,2020,0,479773396,358608193,1563955425,317504059,0.0,6100212,461574853,,,11719022,55669,124684,-69015,,,7196689,121165203.0,1.3378762821517578,4.92578088584373,0.25254673145736495,0.2030134963725069,0.012714777540520401,0.9620684615868113,0.01500018354498339,,-1.2397384540767753,8.681036162158842,9.194224370877023,2019,0,481652089,364517777,1548970427,422556393,0.0,4745623,456730984,,,14340203,62175,197705,-135530,,,7123037,117134312.0,1.3213404651043945,3.665712914678349,0.24319278307957262,0.27279823141516957,0.009852802693854816,0.9482591157203514,0.014788759693306345,,-2.1798150381986328,8.682733448228962,9.190043126272236
362167920,,Advocate Sherman Hospital,,3075 HIGHLAND PKWY FL 6,Downers Grove,IL,60515-5563,,E220,E,,,,14,2011,2023,526065295.0,496404871.0,439941881.0,243339640.0,0.8842870321455896,0.7757424457808353,2023,0,526065295,496404871,439941881,243339640,0.0,423145,510412821,,,14146600,0,0,0,,,923423,29660424.0,1.0597504692898148,1.807933475203629,0.056381639849479144,0.5531176969259719,0.0008043583258994494,0.9702461383619689,0.001755339135230352,,,8.72103965194514,8.643395307331302,2022,0,493358268,499817550,513887857,347013921,0.0,3773517,487784065,,,657401,0,0,0,,,621771,-6459282.0,0.9870767202952357,1.480885422461193,-0.01309247745291663,0.6752716887023077,0.007648634359159052,0.9887015109271463,0.0012602829228352975,,,8.693162410772223,8.710868355571531,2021,0,493711689,459672957,508478691,335077591,0.0,2631114,465318760,,,24752519,0,0,0,,,638356,34038732.0,1.0740498902135764,1.5174953642304299,0.0689445535894533,0.6589805962979872,0.005329251987793224,0.9424908714284057,0.001292973235640771,,,8.693473409593652,8.706272757504534,2020,0,456011679,561246902,492165077,352802710,0.0,29015086,430989627,,,4447679,0,0,0,,,0,-105235223.0,0.8124974541062144,1.3950150127815062,-0.2307730872831439,0.7168381636310209,0.06362794493252441,0.9451284843079644,0.0,,,8.658975965603695,8.692110793835935,2019,0,465854287,431085007,554453581,309339737,0.0,1329470,438203079,,,25324360,0,0,0,,,1829558,34769280.0,1.0806552754918706,1.7923774888319635,0.07463552653750721,0.5579181875641993,0.0028538322756703535,0.9406440838441829,0.003927318157319008,,,8.668250096415864,8.743865192758557
821503941,,Builders Initiative,,167 N GREEN ST STE 1600,Chicago,IL,60607-2381,,T22,T,,,,5,2019,2023,519855780.0,110762871.0,1526854677.0,3874.0,10.204571474683025,5.2874683037728945,2023,2,519855780,110762871,1526854677,3874,-0.001,,,,,,,,,,,,409092909.0,4.693411928623627,394128.7240578214,0.7869353861949943,2.537242121569635e-06,,,,,,8.71588287702436,9.183797703735936,2022,2,189732780,104642867,1117727346,1,-0.001,,,,,,,,,,,,85089913.0,1.8131458496831896,1117727346.0,0.44847238837695835,8.94672572500521e-10,,,,,,8.278142370125664,9.04833587638673,2021,2,86761797,46906162,1032637433,1,-0.001,,,,,,,,,,,,39855635.0,1.8496886826937577,1032637433.0,0.45936848219038157,9.683941023664207e-10,,,,,,7.938328538490863,9.013947864126544,2020,2,530265880,22050220,992945696,163898,-0.001,,,,,,,,,,,,508215660.0,24.048099293340385,6058.314903171485,0.9584166720287566,0.000165062400351046,,,,,,8.724493683304779,8.99692549766715,2019,2,46396757,17616450,484566138,1,-0.001,,,,,,,,,,,,28780307.0,2.633717746765097,484566138.0,0.6203085918267951,2.0637017768666286e-09,,,,,,7.666487625679324,8.685353061898944
