id,ein,name,careofname,address,city,state,zipcode,exemption_number,subsection_code,affiliation_code,classification_codes,ruling_date,deductibility_code,foundation_code,activity_codes,organization_code,exempt_organization_status_code,tax_period,asset_code,income_code,filing_requirement_code,pf_filing_requirement_code,accounting_period,asset_amount,income_amount,revenue_amount,ntee_code,sort_name,created_at,updated_at,data_source,have_extracts,have_pdfs,latest_object_id,ntee_letter,ntee_category
363152959,363152959,Northwestern Memorial Healthcare,,541 N FAIRBANKS CT 1630,Chicago,IL,60611-3319,5878.0,3.0,6.0,1000.0,2011-06-01,1.0,17.0,0.0,1.0,1.0,2024-08-01,9.0,9.0,1.0,0.0,8.0,15237001285.0,2259070785.0,2259070785.0,E22,,2023-05-09T20:29:23.890Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202521909349301307,E,Health - General and Rehabilitative
362167060,362167060,Northshore University Healthsystem,,3040 W SALT CREEK LN,Arlington Hts,IL,60005-1069,0.0,3.0,3.0,1000.0,1996-10-01,1.0,12.0,161000000.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,6512321625.0,4479370545.0,2171618732.0,E220,,2023-05-09T20:29:20.348Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202413199349315591,E,Health - General and Rehabilitative
361493430,361493430,Modern Woodmen Of America,% GENERAL ACCOUNTING DEPARTMENT,1701 1ST AVE,Rock Island,IL,61201-8724,1519.0,8.0,6.0,1000.0,1961-05-01,1.0,0.0,211902602.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,17733036164.0,1973207410.0,1973207410.0,,,2023-05-09T20:29:19.956Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202423209349304872,,
364015560,364015560,Loyola University Medical Center,% FINANCE DEPARTMENT,2160 S 1ST AVE,Maywood,IL,60153-3328,0.0,3.0,3.0,1200.0,1995-07-01,1.0,12.0,250000000.0,1.0,1.0,2024-06-01,9.0,9.0,1.0,0.0,6.0,4203621049.0,1651854129.0,1650997608.0,E220,,2023-05-09T20:29:31.818Z,2025-09-19T17:07:54.785Z,current_2025_09_19,,,202511299349303806,E,Health - General and Rehabilitative
900756744,900756744,Memorial Health System,,701 N 1ST ST,Springfield,IL,62781-0001,5670.0,3.0,9.0,1000.0,2010-04-01,1.0,17.0,0.0,1.0,1.0,2024-09-01,9.0,9.0,3.0,0.0,9.0,1985550664.0,1843885014.0,1627266717.0,,Group Return,2023-05-09T20:35:12.631Z,2025-09-19T17:09:59.136Z,current_2025_09_19,,,202512279349302566,,
362170833,362170833,Ann & Robert H Lurie Childrens Hospital Of Chicago,% BRENDA DAVIS,225 E CHICAGO AVE BOX 269,Chicago,IL,60611-2991,0.0,3.0,3.0,1000.0,1923-04-01,1.0,12.0,154059927.0,1.0,1.0,2024-08-01,9.0,9.0,1.0,0.0,8.0,3553203774.0,6057234995.0,1526366047.0,E24Z,Dba Lurie Childrens,2023-05-09T20:29:20.491Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202511919349301816,E,Health - General and Rehabilitative
371119538,371119538,The Carle Foundation Hospital,% DENNIS P HESCH EXEC VP & C,611 W PARK ST,Urbana,IL,61801-2529,0.0,3.0,3.0,1000.0,1982-10-01,1.0,12.0,0.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,648066880.0,1444813845.0,1415874416.0,E220,,2023-05-09T20:29:42.496Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202433209349316493,E,Health - General and Rehabilitative
237385560,237385560,Unite Here Health,,711 N COMMONS DR,Aurora,IL,60504-4197,0.0,9.0,3.0,1000.0,1974-08-01,2.0,0.0,265000000.0,2.0,1.0,2024-03-01,9.0,9.0,1.0,0.0,3.0,1265430956.0,1640518622.0,1346229125.0,,,2023-05-09T20:27:12.029Z,2025-09-19T17:07:02.802Z,current_2025_09_19,,,202510159349300656,,
363196629,363196629,Advocate North Side Health Network,% JAMES DOHENY,3075 HIGHLAND PKWY FL 6,Downers Grove,IL,60515-5563,0.0,3.0,3.0,1000.0,1988-12-01,1.0,12.0,0.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,1417130723.0,1232271180.0,1232827665.0,E220,,2023-05-09T20:29:24.255Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202433219349301208,E,Health - General and Rehabilitative
366066988,366066988,Line Construction Benefit Fund,% NORTHERN TRUST COMPANY TTEE,821 PARKVIEW BLVD,Lombard,IL,60148-3230,0.0,9.0,3.0,1000.0,1964-06-01,2.0,0.0,264211000.0,2.0,1.0,2024-12-01,9.0,9.0,1.0,0.0,12.0,1875756819.0,1236734250.0,1208097722.0,,,2023-05-09T20:29:37.974Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202531759349301463,,
366066772,366066772,Alliant Credit Union,% PAYROLL - FINANCIAL REPORTING,11545 W TOUHY AVE,Chicago,IL,60666-5000,0.0,14.0,3.0,1000.0,1964-10-01,2.0,0.0,251603000.0,5.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,18473232789.0,1849718966.0,1150050242.0,W61,,2023-05-09T20:29:37.974Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202413199349316236,W,"Public, Society Benefit - Multipurpose and Other"
361408475,361408475,Loyola University Of Chicago,% TERESA KRAFCISIN CONTROLLER,820 N MICHIGAN AVE LEWIS TOWERS RM,Chicago,IL,60611-2147,0.0,3.0,3.0,1000.0,2007-08-01,1.0,11.0,0.0,1.0,1.0,2024-06-01,9.0,9.0,1.0,0.0,6.0,2561990362.0,1721305563.0,1078200916.0,B430,,2023-05-09T20:29:19.956Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202501359349307250,B,Educational Institutions and Related Activities
362612058,362612058,Delta Dental Of Illinois,% TERRI BON,111 SHUMAN BOULEVARD,Naperville,IL,60563-8677,0.0,4.0,3.0,3000.0,1968-05-01,2.0,0.0,211000000.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,212518929.0,1016408535.0,1009781659.0,,,2023-05-09T20:29:21.803Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202403199349303925,,
367274697,367274697,Accenture United States Benefit,% NORTHERN TRUST CO,500 W MADISON ST LBBY 24,Chicago,IL,60661-4520,0.0,9.0,3.0,1000.0,2002-05-01,2.0,0.0,0.0,1.0,1.0,2024-08-01,9.0,9.0,1.0,0.0,8.0,123314666.0,901296242.0,901296242.0,Y43,,2023-05-09T20:29:39.964Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202541959349301409,Y,"Mutual/Membership Benefit Organizations, Other"
362222696,362222696,Swedishamerican Hospital,,1401 E STATE ST,Rockford,IL,61104-2315,0.0,3.0,3.0,1000.0,1936-06-01,1.0,12.0,150000000.0,1.0,1.0,2024-06-01,9.0,9.0,1.0,0.0,6.0,1157585139.0,896186459.0,888094833.0,E220,,2023-05-09T20:29:20.842Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202521279349301542,E,Health - General and Rehabilitative
363640583,363640583,Big Ten Conference Inc,,5440 PARK PL,Rosemont,IL,60018-3732,0.0,3.0,3.0,2000.0,1937-09-01,1.0,17.0,30000000.0,5.0,1.0,2024-06-01,9.0,9.0,1.0,0.0,6.0,292276335.0,934063270.0,928147866.0,,,2023-05-09T20:29:28.690Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202421369349309747,,
362167048,362167048,Depaul University,% UNIVERSITY TAX SERVICES,1 E JACKSON BLVD,Chicago,IL,60604-2201,0.0,3.0,3.0,2000.0,1952-10-01,1.0,11.0,46030000.0,1.0,1.0,2024-06-01,9.0,9.0,1.0,0.0,6.0,1919765785.0,1074957807.0,918078036.0,B430,,2023-05-09T20:29:20.348Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202441179349300434,B,Educational Institutions and Related Activities
363297173,363297173,Edward Hospital,,4201 WINFIELD RD,Warrenville,IL,60555-4025,0.0,3.0,3.0,1000.0,1984-06-01,1.0,12.0,150000000.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,492345353.0,842076179.0,841972514.0,E220,,2023-05-09T20:29:25.609Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202403199349313235,E,Health - General and Rehabilitative
135656874,135656874,Blue Cross Blue Shield Association,% BRAD LUBRANT,200 E RANDOLPH,Chicago,IL,60601-6436,0.0,4.0,1.0,3000.0,1958-02-01,2.0,0.0,161180059.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,1126787082.0,840274903.0,819123548.0,E80,,2023-05-09T20:26:14.096Z,2025-09-19T17:06:43.965Z,current_2025_09_19,,,202433199349312548,E,Health - General and Rehabilitative
366109395,366109395,Midwest Operating Engineers Welfare Fund,% NORTHERN TRUST CO,6150 JOLIET RD,Countryside,IL,60525-3956,0.0,9.0,3.0,1000.0,1955-03-01,2.0,0.0,211265000.0,2.0,1.0,2024-03-01,9.0,9.0,1.0,0.0,3.0,2037709626.0,3715221342.0,758875421.0,,,2023-05-09T20:29:38.393Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202500309349301125,,
390817529,390817529,St Vincent Hospital Of The Hospital Sisters Of The Third Order Of St,% PATTY ALLEN,4936 LAVERNA RD,Springfield,IL,62707-9797,928.0,3.0,9.0,1200.0,1946-03-01,1.0,12.0,1030150.0,5.0,1.0,2024-06-01,9.0,9.0,1.0,0.0,6.0,918894557.0,739911907.0,739729326.0,E220,Francis,2023-05-09T20:30:12.191Z,2025-09-19T17:08:10.113Z,current_2025_09_19,,,202521299349303082,E,Health - General and Rehabilitative
363738206,363738206,Endeavor Health Medical Group,,3040 W SALT CREEK LN,Arlington Hts,IL,60005-1069,0.0,3.0,3.0,1000.0,1991-10-01,1.0,17.0,179000000.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,355307366.0,730676505.0,730676505.0,E110,,2023-05-09T20:29:29.632Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202413199349312731,E,Health - General and Rehabilitative
571239010,571239010,Fermi Research Alliance Llc,% CYNTHIA S CONGER,PO BOX 500,Batavia,IL,60510-5011,0.0,3.0,3.0,2000.0,2007-02-01,1.0,15.0,0.0,1.0,1.0,2024-09-01,8.0,9.0,1.0,0.0,9.0,18880484.0,715499867.0,715499867.0,U02,,2023-05-09T20:32:50.596Z,2025-09-19T17:09:08.704Z,current_2025_09_19,,,202512279349303476,U,"Science and Technology Research Institutes, Services"
301211139,301211139,Ulse Inc,% RON BLAUSTEIN,333 PFINGSTEN RD,Northbrook,IL,60062-2002,0.0,4.0,3.0,3000.0,2023-07-01,2.0,0.0,0.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,2092621786.0,915308662.0,709404028.0,W90,,2023-08-07T16:54:35.982Z,2025-09-19T17:07:26.013Z,current_2025_09_19,,,202413189349309506,W,"Public, Society Benefit - Multipurpose and Other"
370618939,370618939,Southern Illinois Hospital Services,% DIANE ANDERSON,PO BOX 3988,Carbondale,IL,62902-3988,0.0,3.0,1.0,1000.0,1946-11-01,1.0,12.0,150000000.0,1.0,1.0,2024-03-01,9.0,9.0,1.0,0.0,3.0,1447562157.0,808523669.0,707207213.0,E220,,2023-05-09T20:29:40.503Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202520359349300347,E,Health - General and Rehabilitative
370661183,370661183,Blessing Hospital,,PO BOX 7005,Quincy,IL,62305-7005,0.0,3.0,3.0,1000.0,1938-10-01,1.0,12.0,150000000.0,1.0,1.0,2024-09-01,9.0,9.0,1.0,0.0,9.0,806578528.0,858295946.0,704735162.0,E220,,2023-05-09T20:29:40.643Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202511919349300941,E,Health - General and Rehabilitative
363097297,363097297,Northwestern Memorial Healthcare,% DAVID BILLER,541 N FAIRBANKS CT RM 1630,Chicago,IL,60611-3319,5878.0,3.0,9.0,1000.0,2011-06-01,1.0,17.0,161000000.0,1.0,1.0,2024-08-01,9.0,9.0,1.0,0.0,8.0,,,,E020,Northwestern Medical Faculty Founda,2023-05-09T20:29:23.615Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,201431959349300958,E,Health - General and Rehabilitative
352339114,352339114,Elmhurst Memorial Healthcare,% MARY LOU MASTRO,155 E BRUSH HILL RD,Elmhurst,IL,60126-5658,5467.0,3.0,9.0,1000.0,2008-05-01,1.0,12.0,0.0,1.0,1.0,2023-12-01,9.0,9.0,3.0,0.0,12.0,573295889.0,641063303.0,640918666.0,,Group Ruling Return,2023-05-09T20:29:15.436Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202510529349302051,,
370661238,370661238,St Johns Hospital Of The Hospital Sisters Of The Third Order Of St F,% SEAN P FISCHER,4936 LAVERNA RD,Springfield,IL,62707-9797,928.0,3.0,9.0,1000.0,1946-03-01,1.0,12.0,150029000.0,1.0,1.0,2024-06-01,9.0,9.0,1.0,0.0,6.0,593691956.0,607798796.0,601614438.0,E220,,2023-05-09T20:29:40.643Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202431319349304543,E,Health - General and Rehabilitative
237098532,237098532,Sarah Bush Lincoln Health Center,% DENNIS J PLUARD CPA,1000 HEALTH CENTER DR,Mattoon,IL,61938-4644,0.0,3.0,3.0,1280.0,1971-03-01,1.0,12.0,150161000.0,1.0,1.0,2024-06-01,9.0,9.0,1.0,0.0,6.0,1196877388.0,747498850.0,626211648.0,E220,,2023-05-09T20:26:59.559Z,2025-09-19T17:06:59.505Z,current_2025_09_19,,,202501349349304970,E,Health - General and Rehabilitative
261215559,261215559,Abbvie Patient Assistance Foundation,% RICHARD E GREEN,ZZ22 AP34-1 1 N WAUKEGAN ROAD,North Chicago,IL,60064-0000,0.0,3.0,3.0,1000.0,2008-05-01,1.0,4.0,0.0,1.0,1.0,2023-12-01,8.0,9.0,0.0,1.0,12.0,49899323.0,619071020.0,,T20,,2023-05-09T20:27:36.033Z,2025-05-19T14:38:15.059Z,pre_2025_06_17,,,202431359349104938,T,"Philanthropy, Voluntarism and Grantmaking Foundations"
362340313,362340313,Northwest Community Hospital,% CHRISSIE ERDMANN,3040 W SALT CREEK LN,Arlington Hts,IL,60005-1069,0.0,3.0,3.0,1000.0,1963-03-01,1.0,12.0,150000000.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,553316449.0,617182430.0,616010768.0,E220,,2023-05-09T20:29:21.136Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202443199349316564,E,Health - General and Rehabilitative
237093598,237093598,John D & Catherine T Macarthur Foundation,,140 S DEARBORN ST STE 1200,Chicago,IL,60603-5285,0.0,3.0,3.0,1000.0,1971-02-01,1.0,4.0,161000000.0,1.0,1.0,2023-12-01,9.0,9.0,0.0,1.0,12.0,8672283398.0,5198007273.0,,T20Z,,2023-05-09T20:26:59.387Z,2025-09-19T17:06:59.505Z,current_2025_09_19,,,202423189349103932,T,"Philanthropy, Voluntarism and Grantmaking Foundations"
262525968,262525968,Advocate Health Care Network,% JAMES W DOHENY,3075 HIGHLAND PKWY FL 6,Downers Grove,IL,60515-5563,9395.0,3.0,9.0,1000.0,1988-09-01,1.0,17.0,179000000.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,639323280.0,591797833.0,591979880.0,E22,Advocate Condell Medical Center,2023-05-09T20:27:40.756Z,2025-09-19T17:07:12.871Z,current_2025_09_19,,,202403219349301800,E,Health - General and Rehabilitative
362174832,362174832,Silver Cross Hospital & Medical Centers,% VINCENT PRYOR CFO,1900 SILVER CROSS BLVD,New Lenox,IL,60451-9509,0.0,3.0,3.0,1000.0,1937-03-01,1.0,12.0,150000000.0,1.0,1.0,2024-09-01,9.0,9.0,1.0,0.0,9.0,1143623821.0,587807527.0,587807527.0,E220,,2023-05-09T20:29:20.627Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202522279349301332,E,Health - General and Rehabilitative
370673465,370673465,The Carle Foundation,% DENNIS P HESCH EXEC VP/CFO,611 W PARK ST,Urbana,IL,61801-2529,0.0,3.0,3.0,1200.0,1948-04-01,1.0,17.0,161180059.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,2977227900.0,719188405.0,575377812.0,E210,,2023-05-09T20:29:40.787Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202443209349319389,E,Health - General and Rehabilitative
362276984,362276984,Adventist Midwest Health,% ADVENTIST MIDWEST HEALTH,120 N OAK ST,Hinsdale,IL,60521-3829,0.0,3.0,3.0,1000.0,1965-05-01,1.0,12.0,150000000.0,1.0,1.0,2024-06-01,9.0,9.0,1.0,0.0,6.0,556150866.0,574851602.0,574662005.0,E220,Adventist Hinsdale Hospital,2023-05-09T20:29:20.993Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202511349349301741,E,Health - General and Rehabilitative
362167920,362167920,Advocate Sherman Hospital,% JAMES DOHENY,3075 HIGHLAND PKWY FL 6,Downers Grove,IL,60515-5563,0.0,3.0,3.0,1000.0,1956-05-01,1.0,12.0,150000000.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,439941881.0,526074699.0,526065295.0,E220,,2023-05-09T20:29:20.421Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202423219349300222,E,Health - General and Rehabilitative
821503941,821503941,Builders Initiative,% KARI HARRIS,167 N GREEN ST STE 1600,Chicago,IL,60607-2381,0.0,3.0,3.0,1000.0,2017-11-01,1.0,4.0,0.0,1.0,1.0,2023-12-01,9.0,9.0,0.0,1.0,12.0,1526854677.0,2607912150.0,,T22,,2023-05-09T20:42:46.758Z,2025-09-19T17:09:27.928Z,current_2025_09_19,,,202403199349103190,T,"Philanthropy, Voluntarism and Grantmaking Foundations"
363377698,363377698,Midwestern University,% LISA PODBEVSEK,555 31ST ST,Downers Grove,IL,60515-1235,0.0,3.0,3.0,2000.0,1996-09-01,1.0,11.0,59205905.0,1.0,1.0,2024-06-01,9.0,9.0,1.0,0.0,6.0,2090861127.0,1887456018.0,537500528.0,B500,,2023-05-09T20:29:26.552Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202411369349306506,B,Educational Institutions and Related Activities
412120170,412120170,Midwest Food Bank Nfp Inc,,2031 WAREHOUSE RD,Normal,IL,61761-1038,0.0,3.0,3.0,1000.0,2004-11-01,1.0,15.0,0.0,1.0,1.0,2024-12-01,9.0,9.0,1.0,0.0,12.0,86600270.0,558375172.0,556728681.0,P99,,2023-05-09T20:30:36.213Z,2025-09-19T17:08:19.625Z,current_2025_09_19,,,202421359349302772,P,Human Services - Multipurpose and Other
367014468,367014468,Safeway Inc Wlfr Benft Tr Fbo Empl Cvrd N Ca Fd Emplyrs & Ret Cl Un,% CONTINENTAL TR CO OF CHICAGO,135 S LASALLE,Chicago,IL,60603-4177,0.0,9.0,3.0,1000.0,1994-08-01,2.0,0.0,265000000.0,2.0,1.0,2018-12-01,5.0,9.0,1.0,0.0,12.0,805597.0,530982034.0,530982034.0,,C O Continental Bank N A Trust,2020-08-20T23:21:56.316Z,2020-08-20T23:21:56.316Z,pre_2020_09_15,,,202031929349300918,,
237250155,237250155,Baxter Credit Union,,340 N MILWAUKEE AVE,Vernon Hills,IL,60061-1533,0.0,14.0,3.0,1000.0,2003-02-01,2.0,0.0,0.0,1.0,1.0,2024-12-01,9.0,9.0,1.0,0.0,12.0,6018343455.0,482765408.0,482765408.0,W61,,2023-05-09T20:27:07.107Z,2025-09-19T17:07:02.802Z,current_2025_09_19,,,202501279349302655,W,"Public, Society Benefit - Multipurpose and Other"
383852646,383852646,Osf Multi Specialty Group,% MICHAEL ALLEN,124 SW ADAMS ST,Peoria,IL,61602-1308,0.0,3.0,3.0,1000.0,2013-08-01,1.0,21.0,0.0,1.0,1.0,2024-09-01,9.0,9.0,1.0,0.0,9.0,191251053.0,475279090.0,475122387.0,E112,,2023-05-09T20:30:06.798Z,2025-09-19T17:08:07.254Z,current_2025_09_19,,,202512189349301731,E,Health - General and Rehabilitative
360727175,360727175,American Medical Association,,330 N WABASH AVE STE 39300,Chicago,IL,60611-5885,0.0,6.0,1.0,2000.0,1946-03-01,2.0,0.0,161180059.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,1364147649.0,1272105410.0,468408415.0,,,2023-05-09T20:29:19.658Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202443159349301239,,
370661223,370661223,Methodist Medical Center Of Illinois,,611 W PARK ST,Urbana,IL,61801-2529,0.0,3.0,3.0,1000.0,1938-04-01,1.0,11.0,150000000.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,624064311.0,462965554.0,462892496.0,E220,,2023-05-09T20:29:40.643Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202540519349301044,E,Health - General and Rehabilitative
362414944,362414944,Riverside Medical Center,,350 N WALL ST,Kankakee,IL,60901-2901,0.0,3.0,3.0,1000.0,1965-09-01,1.0,12.0,150000000.0,1.0,1.0,2023-12-01,9.0,9.0,1.0,0.0,12.0,761541453.0,640806117.0,457510290.0,E220,,2023-05-09T20:29:21.280Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202443169349306129,E,Health - General and Rehabilitative
376006007,376006007,University Of Illinois Foundation,% CHRISTINE C DEVOCELLE,303 SAINT MARYS RD,Champaign,IL,61820-6930,0.0,3.0,3.0,1200.0,1948-06-01,1.0,13.0,59922927.0,1.0,1.0,2024-06-01,9.0,9.0,1.0,0.0,6.0,3593401616.0,1793118190.0,671293663.0,B110,,2023-05-09T20:29:48.469Z,2025-09-19T17:08:01.200Z,current_2025_09_19,,,202401239349301400,B,Educational Institutions and Related Activities
362256036,362256036,Rehabilitation Institute Of Chicago,,355 E ERIE ST,Chicago,IL,60611-3167,0.0,3.0,3.0,1200.0,1954-06-01,1.0,12.0,150000000.0,1.0,1.0,2024-08-01,9.0,9.0,1.0,0.0,8.0,1266946907.0,656589058.0,446731155.0,E240,Shirley Ryan Ability Lab,2023-05-09T20:29:20.915Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202521919349301012,E,Health - General and Rehabilitative
362170136,362170136,Illinois Institute Of Technology,% STEPHANIE CARR,10 W 35TH ST STE 8C8-1,Chigago,IL,60616-3717,0.0,3.0,3.0,2000.0,1941-03-01,1.0,11.0,46161180.0,1.0,1.0,2024-05-01,9.0,9.0,1.0,0.0,5.0,724517274.0,651551108.0,444012183.0,B430,,2023-05-09T20:29:20.491Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202531059349302178,B,Educational Institutions and Related Activities
